district,location,rooms,area,floor,total_floors,price,area_per_room
Binəqədi,Biləcəri,1.0,64.0,5.0,5.0,153000.0,64.0
Binəqədi,28 May,3.0,106.0,1.0,12.0,278000.0,35.333333333333336
Binəqədi,6-cı Mikrorayon,3.0,71.0,5.0,5.0,156000.0,23.666666666666668
Binəqədi,7-ci Mikrorayon,3.0,119.0,3.0,16.0,335000.0,39.666666666666664
Binəqədi,6-cı Mikrorayon,2.0,72.0,15.0,19.0,182000.0,36.0
Binəqədi,7-ci Mikrorayon,2.0,88.0,16.0,17.0,223000.0,44.0
Binəqədi,Binəqədi,2.0,54.0,2.0,5.0,151000.0,27.0
Binəqədi,8-ci Mikrorayon,3.0,78.0,8.0,16.0,237000.0,26.0
Binəqədi,Biləcəri,2.0,46.0,3.0,17.0,124000.0,23.0
Binəqədi,6-cı Mikrorayon,2.0,65.0,7.0,7.0,186000.0,32.5
Binəqədi,7-ci Mikrorayon,2.0,51.0,7.0,9.0,138000.0,25.5
Binəqədi,7-ci Mikrorayon,2.0,66.0,6.0,18.0,148000.0,33.0
Binəqədi,Biləcəri,2.0,86.0,4.0,10.0,123000.0,43.0
Binəqədi,6-cı Mikrorayon,3.0,74.0,7.0,7.0,191000.0,24.666666666666668
Binəqədi,8-ci Mikrorayon,3.0,126.0,11.0,17.0,390000.0,42.0
Binəqədi,7-ci Mikrorayon,2.0,48.0,9.0,12.0,120000.0,24.0
Binəqədi,7-ci Mikrorayon,3.0,124.0,5.0,5.0,321000.0,41.333333333333336
Binəqədi,9-cu Mikrorayon,2.0,81.0,6.0,9.0,244000.0,40.5
Binəqədi,8-ci Mikrorayon,3.0,123.0,12.0,14.0,313000.0,41.0
Binəqədi,Binəqədi,3.0,109.0,3.0,5.0,235000.0,36.333333333333336
Binəqədi,7-ci Mikrorayon,3.0,120.0,11.0,17.0,262000.0,40.0
Binəqədi,9-cu Mikrorayon,3.0,128.0,5.0,19.0,340000.0,42.666666666666664
Binəqədi,9-cu Mikrorayon,2.0,83.0,3.0,5.0,227000.0,41.5
Binəqədi,6-cı Mikrorayon,3.0,130.0,4.0,5.0,320000.0,43.333333333333336
Binəqədi,7-ci Mikrorayon,3.0,82.0,3.0,9.0,194000.0,27.333333333333332
Binəqədi,8-ci Mikrorayon,3.0,117.0,2.0,17.0,390000.0,39.0
Binəqədi,8-ci Mikrorayon,2.0,56.0,6.0,19.0,184000.0,28.0
Binəqədi,Binəqədi,3.0,118.0,8.0,17.0,260000.0,39.333333333333336
Binəqədi,Biləcəri,2.0,81.0,15.0,17.0,198000.0,40.5
Binəqədi,7-ci Mikrorayon,2.0,57.0,5.0,18.0,164000.0,28.5
Binəqədi,Binəqədi,3.0,103.0,2.0,3.0,159000.0,34.333333333333336
Binəqədi,8-ci Mikrorayon,3.0,123.0,3.0,16.0,375000.0,41.0
Binəqədi,6-cı Mikrorayon,3.0,85.0,3.0,18.0,227000.0,28.333333333333332
Binəqədi,9-cu Mikrorayon,3.0,78.0,3.0,5.0,258000.0,26.0
Binəqədi,9-cu Mikrorayon,3.0,109.0,1.0,5.0,212000.0,36.333333333333336
Binəqədi,Binəqədi,3.0,97.0,2.0,3.0,175000.0,32.333333333333336
Binəqədi,28 May,3.0,114.0,1.0,5.0,394000.0,38.0
Binəqədi,9-cu Mikrorayon,3.0,115.0,5.0,9.0,296000.0,38.333333333333336
Binəqədi,7-ci Mikrorayon,3.0,75.0,12.0,16.0,186000.0,25.0
Binəqədi,8-ci Mikrorayon,2.0,75.0,4.0,5.0,238000.0,37.5
Binəqədi,Biləcəri,2.0,91.0,5.0,5.0,185000.0,45.5
Binəqədi,8-ci Mikrorayon,3.0,81.0,15.0,19.0,271000.0,27.0
Binəqədi,6-cı Mikrorayon,3.0,130.0,2.0,19.0,273000.0,43.333333333333336
Binəqədi,Binəqədi,2.0,60.0,2.0,16.0,171000.0,30.0
Binəqədi,Biləcəri,4.0,117.0,3.0,5.0,223000.0,29.25
Binəqədi,Binəqədi,2.0,60.0,12.0,17.0,212000.0,30.0
Binəqədi,6-cı Mikrorayon,3.0,122.0,5.0,7.0,269000.0,40.666666666666664
Binəqədi,8-ci Mikrorayon,3.0,80.0,15.0,18.0,236000.0,26.666666666666668
Binəqədi,7-ci Mikrorayon,1.0,53.0,2.0,17.0,131000.0,53.0
Binəqədi,9-cu Mikrorayon,1.0,49.0,15.0,19.0,120000.0,49.0
Binəqədi,7-ci Mikrorayon,3.0,108.0,8.0,9.0,311000.0,36.0
Binəqədi,Biləcəri,3.0,103.0,7.0,15.0,178000.0,34.333333333333336
Binəqədi,28 May,3.0,120.0,3.0,5.0,420000.0,40.0
Binəqədi,9-cu Mikrorayon,3.0,101.0,2.0,9.0,219000.0,33.666666666666664
Binəqədi,6-cı Mikrorayon,3.0,75.0,12.0,17.0,209000.0,25.0
Binəqədi,6-cı Mikrorayon,3.0,114.0,7.0,7.0,284000.0,38.0
Binəqədi,Biləcəri,2.0,76.0,3.0,5.0,164000.0,38.0
Binəqədi,8-ci Mikrorayon,3.0,75.0,3.0,5.0,218000.0,25.0
Binəqədi,7-ci Mikrorayon,2.0,81.0,2.0,5.0,244000.0,40.5
Binəqədi,8-ci Mikrorayon,3.0,92.0,9.0,9.0,285000.0,30.666666666666668
Binəqədi,8-ci Mikrorayon,4.0,107.0,4.0,19.0,345000.0,26.75
Binəqədi,28 May,4.0,90.0,4.0,12.0,293000.0,22.5
Binəqədi,7-ci Mikrorayon,3.0,102.0,6.0,17.0,287000.0,34.0
Binəqədi,Binəqədi,2.0,46.0,1.0,3.0,80000.0,23.0
Binəqədi,Biləcəri,2.0,85.0,4.0,5.0,216000.0,42.5
Binəqədi,7-ci Mikrorayon,2.0,88.0,5.0,13.0,216000.0,44.0
Binəqədi,7-ci Mikrorayon,3.0,91.0,5.0,16.0,249000.0,30.333333333333332
Binəqədi,Binəqədi,2.0,61.0,4.0,18.0,127000.0,30.5
Binəqədi,6-cı Mikrorayon,2.0,69.0,8.0,18.0,235000.0,34.5
Binəqədi,9-cu Mikrorayon,2.0,55.0,17.0,18.0,156000.0,27.5
Binəqədi,6-cı Mikrorayon,2.0,74.0,4.0,14.0,199000.0,37.0
Binəqədi,Biləcəri,3.0,88.0,1.0,5.0,167000.0,29.333333333333332
Binəqədi,Biləcəri,2.0,70.0,5.0,5.0,134000.0,35.0
Binəqədi,7-ci Mikrorayon,3.0,105.0,10.0,12.0,269000.0,35.0
Binəqədi,Binəqədi,2.0,55.0,12.0,18.0,164000.0,27.5
Binəqədi,6-cı Mikrorayon,2.0,66.0,17.0,19.0,175000.0,33.0
Binəqədi,7-ci Mikrorayon,3.0,80.0,10.0,13.0,214000.0,26.666666666666668
Binəqədi,7-ci Mikrorayon,3.0,104.0,12.0,13.0,270000.0,34.666666666666664
Binəqədi,6-cı Mikrorayon,2.0,52.0,10.0,18.0,157000.0,26.0
Binəqədi,Binəqədi,1.0,63.0,1.0,5.0,152000.0,63.0
Binəqədi,9-cu Mikrorayon,4.0,118.0,1.0,9.0,299000.0,29.5
Binəqədi,8-ci Mikrorayon,3.0,96.0,7.0,18.0,317000.0,32.0
Binəqədi,9-cu Mikrorayon,2.0,53.0,7.0,19.0,175000.0,26.5
Binəqədi,8-ci Mikrorayon,3.0,104.0,11.0,14.0,356000.0,34.666666666666664
Binəqədi,9-cu Mikrorayon,3.0,82.0,5.0,9.0,241000.0,27.333333333333332
Binəqədi,7-ci Mikrorayon,2.0,58.0,16.0,17.0,151000.0,29.0
Binəqədi,Biləcəri,2.0,52.0,13.0,17.0,136000.0,26.0
Binəqədi,7-ci Mikrorayon,3.0,92.0,11.0,13.0,215000.0,30.666666666666668
Binəqədi,28 May,3.0,120.0,9.0,18.0,336000.0,40.0
Binəqədi,9-cu Mikrorayon,3.0,110.0,1.0,9.0,234000.0,36.666666666666664
Binəqədi,9-cu Mikrorayon,2.0,80.0,7.0,9.0,238000.0,40.0
Binəqədi,8-ci Mikrorayon,3.0,118.0,6.0,14.0,341000.0,39.333333333333336
Binəqədi,28 May,3.0,87.0,7.0,9.0,306000.0,29.0
Binəqədi,Binəqədi,4.0,150.0,6.0,17.0,260000.0,37.5
Binəqədi,8-ci Mikrorayon,2.0,66.0,8.0,14.0,251000.0,33.0
Binəqədi,Biləcəri,2.0,57.0,3.0,5.0,90000.0,28.5
Binəqədi,28 May,3.0,103.0,7.0,17.0,328000.0,34.333333333333336
Binəqədi,8-ci Mikrorayon,2.0,87.0,2.0,5.0,292000.0,43.5
Binəqədi,Binəqədi,2.0,52.0,9.0,17.0,182000.0,26.0
Binəqədi,9-cu Mikrorayon,2.0,52.0,10.0,18.0,147000.0,26.0
Binəqədi,9-cu Mikrorayon,3.0,130.0,12.0,17.0,357000.0,43.333333333333336
Binəqədi,9-cu Mikrorayon,2.0,80.0,18.0,18.0,257000.0,40.0
Binəqədi,8-ci Mikrorayon,3.0,103.0,12.0,16.0,277000.0,34.333333333333336
Binəqədi,8-ci Mikrorayon,3.0,79.0,6.0,9.0,268000.0,26.333333333333332
Binəqədi,9-cu Mikrorayon,3.0,127.0,15.0,19.0,374000.0,42.333333333333336
Binəqədi,6-cı Mikrorayon,2.0,64.0,4.0,5.0,145000.0,32.0
Binəqədi,6-cı Mikrorayon,2.0,89.0,5.0,5.0,244000.0,44.5
Binəqədi,Binəqədi,2.0,50.0,4.0,5.0,123000.0,25.0
Binəqədi,7-ci Mikrorayon,2.0,87.0,18.0,18.0,210000.0,43.5
Binəqədi,7-ci Mikrorayon,2.0,59.0,1.0,18.0,172000.0,29.5
Binəqədi,8-ci Mikrorayon,2.0,59.0,8.0,9.0,159000.0,29.5
Binəqədi,Binəqədi,3.0,77.0,3.0,3.0,180000.0,25.666666666666668
Binəqədi,6-cı Mikrorayon,2.0,51.0,4.0,5.0,143000.0,25.5
Binəqədi,7-ci Mikrorayon,2.0,58.0,2.0,18.0,135000.0,29.0
Binəqədi,Binəqədi,3.0,106.0,11.0,18.0,226000.0,35.333333333333336
Binəqədi,7-ci Mikrorayon,2.0,80.0,6.0,16.0,239000.0,40.0
Binəqədi,Binəqədi,3.0,120.0,11.0,18.0,260000.0,40.0
Binəqədi,8-ci Mikrorayon,2.0,59.0,14.0,14.0,196000.0,29.5
Binəqədi,Binəqədi,3.0,78.0,8.0,17.0,155000.0,26.0
Binəqədi,7-ci Mikrorayon,3.0,123.0,1.0,9.0,281000.0,41.0
Binəqədi,28 May,3.0,120.0,8.0,9.0,355000.0,40.0
Binəqədi,7-ci Mikrorayon,4.0,127.0,2.0,9.0,361000.0,31.75
Binəqədi,9-cu Mikrorayon,3.0,95.0,9.0,9.0,226000.0,31.666666666666668
Binəqədi,9-cu Mikrorayon,2.0,68.0,16.0,19.0,197000.0,34.0
Binəqədi,Biləcəri,2.0,58.0,6.0,15.0,108000.0,29.0
Binəqədi,7-ci Mikrorayon,4.0,153.0,3.0,12.0,327000.0,38.25
Binəqədi,8-ci Mikrorayon,4.0,143.0,13.0,14.0,390000.0,35.75
Binəqədi,6-cı Mikrorayon,3.0,80.0,6.0,7.0,198000.0,26.666666666666668
Binəqədi,Biləcəri,1.0,46.0,1.0,5.0,116000.0,46.0
Binəqədi,Biləcəri,2.0,90.0,1.0,10.0,130000.0,45.0
Binəqədi,9-cu Mikrorayon,4.0,161.0,1.0,18.0,313000.0,40.25
Binəqədi,Binəqədi,2.0,66.0,6.0,17.0,107000.0,33.0
Binəqədi,8-ci Mikrorayon,3.0,87.0,13.0,19.0,234000.0,29.0
Binəqədi,9-cu Mikrorayon,2.0,50.0,1.0,5.0,129000.0,25.0
Binəqədi,9-cu Mikrorayon,2.0,72.0,4.0,17.0,253000.0,36.0
Binəqədi,9-cu Mikrorayon,3.0,87.0,1.0,5.0,235000.0,29.0
Binəqədi,9-cu Mikrorayon,2.0,65.0,2.0,5.0,186000.0,32.5
Binəqədi,9-cu Mikrorayon,2.0,49.0,6.0,17.0,154000.0,24.5
Binəqədi,7-ci Mikrorayon,3.0,120.0,3.0,17.0,328000.0,40.0
Binəqədi,Biləcəri,2.0,94.0,11.0,17.0,140000.0,47.0
Binəqədi,7-ci Mikrorayon,4.0,155.0,7.0,9.0,341000.0,38.75
Binəqədi,9-cu Mikrorayon,2.0,54.0,5.0,18.0,158000.0,27.0
Binəqədi,7-ci Mikrorayon,2.0,53.0,2.0,5.0,138000.0,26.5
Binəqədi,6-cı Mikrorayon,2.0,80.0,5.0,5.0,198000.0,40.0
Binəqədi,7-ci Mikrorayon,2.0,50.0,8.0,17.0,132000.0,25.0
Binəqədi,8-ci Mikrorayon,2.0,72.0,7.0,14.0,226000.0,36.0
Binəqədi,9-cu Mikrorayon,3.0,109.0,8.0,9.0,242000.0,36.333333333333336
Binəqədi,Binəqədi,2.0,57.0,15.0,16.0,133000.0,28.5
Binəqədi,Binəqədi,2.0,64.0,4.0,5.0,145000.0,32.0
Binəqədi,7-ci Mikrorayon,3.0,101.0,8.0,16.0,251000.0,33.666666666666664
Binəqədi,Binəqədi,2.0,50.0,1.0,18.0,163000.0,25.0
Binəqədi,9-cu Mikrorayon,3.0,120.0,16.0,18.0,274000.0,40.0
Binəqədi,6-cı Mikrorayon,2.0,69.0,4.0,5.0,203000.0,34.5
Binəqədi,8-ci Mikrorayon,4.0,153.0,2.0,17.0,390000.0,38.25
Binəqədi,9-cu Mikrorayon,2.0,94.0,6.0,9.0,227000.0,47.0
Binəqədi,9-cu Mikrorayon,3.0,118.0,14.0,17.0,261000.0,39.333333333333336
Binəqədi,9-cu Mikrorayon,3.0,114.0,8.0,19.0,322000.0,38.0
Binəqədi,8-ci Mikrorayon,2.0,46.0,4.0,16.0,150000.0,23.0
Binəqədi,7-ci Mikrorayon,2.0,95.0,9.0,9.0,231000.0,47.5
Binəqədi,9-cu Mikrorayon,2.0,64.0,1.0,5.0,125000.0,32.0
Binəqədi,Biləcəri,4.0,133.0,9.0,10.0,211000.0,33.25
Binəqədi,28 May,3.0,96.0,14.0,18.0,326000.0,32.0
Binəqədi,8-ci Mikrorayon,3.0,70.0,7.0,18.0,192000.0,23.333333333333332
Binəqədi,6-cı Mikrorayon,4.0,123.0,11.0,17.0,300000.0,30.75
Binəqədi,7-ci Mikrorayon,2.0,70.0,4.0,16.0,193000.0,35.0
Binəqədi,9-cu Mikrorayon,2.0,84.0,3.0,19.0,235000.0,42.0
Binəqədi,7-ci Mikrorayon,2.0,69.0,10.0,13.0,152000.0,34.5
Binəqədi,28 May,3.0,96.0,6.0,17.0,309000.0,32.0
Binəqədi,6-cı Mikrorayon,2.0,45.0,5.0,19.0,114000.0,22.5
Binəqədi,8-ci Mikrorayon,3.0,98.0,6.0,16.0,251000.0,32.666666666666664
Binəqədi,7-ci Mikrorayon,3.0,80.0,15.0,18.0,221000.0,26.666666666666668
Binəqədi,8-ci Mikrorayon,3.0,87.0,18.0,19.0,302000.0,29.0
Binəqədi,6-cı Mikrorayon,3.0,104.0,7.0,14.0,250000.0,34.666666666666664
Binəqədi,Binəqədi,2.0,72.0,2.0,3.0,210000.0,36.0
Binəqədi,Biləcəri,2.0,92.0,14.0,15.0,205000.0,46.0
Binəqədi,6-cı Mikrorayon,2.0,58.0,5.0,5.0,136000.0,29.0
Binəqədi,7-ci Mikrorayon,3.0,88.0,9.0,16.0,291000.0,29.333333333333332
Binəqədi,6-cı Mikrorayon,3.0,96.0,3.0,5.0,287000.0,32.0
Binəqədi,7-ci Mikrorayon,3.0,123.0,7.0,9.0,291000.0,41.0
Binəqədi,7-ci Mikrorayon,3.0,110.0,3.0,18.0,311000.0,36.666666666666664
Binəqədi,8-ci Mikrorayon,3.0,107.0,1.0,5.0,325000.0,35.666666666666664
Binəqədi,7-ci Mikrorayon,2.0,79.0,4.0,13.0,241000.0,39.5
Binəqədi,7-ci Mikrorayon,2.0,80.0,5.0,16.0,225000.0,40.0
Binəqədi,6-cı Mikrorayon,2.0,95.0,1.0,19.0,203000.0,47.5
Binəqədi,Binəqədi,2.0,74.0,3.0,5.0,131000.0,37.0
Binəqədi,9-cu Mikrorayon,2.0,68.0,1.0,9.0,169000.0,34.0
Binəqədi,28 May,3.0,91.0,2.0,5.0,272000.0,30.333333333333332
Binəqədi,28 May,3.0,85.0,11.0,18.0,318000.0,28.333333333333332
Binəqədi,6-cı Mikrorayon,2.0,91.0,1.0,5.0,203000.0,45.5
Binəqədi,Biləcəri,3.0,78.0,2.0,10.0,146000.0,26.0
Binəqədi,9-cu Mikrorayon,3.0,116.0,3.0,9.0,366000.0,38.666666666666664
Binəqədi,28 May,4.0,92.0,13.0,17.0,296000.0,23.0
Binəqədi,7-ci Mikrorayon,3.0,85.0,10.0,16.0,264000.0,28.333333333333332
Binəqədi,7-ci Mikrorayon,3.0,102.0,7.0,9.0,227000.0,34.0
Binəqədi,Binəqədi,4.0,163.0,4.0,17.0,260000.0,40.75
Binəqədi,7-ci Mikrorayon,2.0,69.0,14.0,18.0,184000.0,34.5
Binəqədi,Binəqədi,1.0,63.0,1.0,3.0,107000.0,63.0
Binəqədi,Biləcəri,2.0,85.0,14.0,17.0,190000.0,42.5
Binəqədi,9-cu Mikrorayon,2.0,64.0,5.0,5.0,189000.0,32.0
Binəqədi,7-ci Mikrorayon,3.0,118.0,3.0,18.0,292000.0,39.333333333333336
Binəqədi,7-ci Mikrorayon,4.0,114.0,10.0,13.0,293000.0,28.5
Binəqədi,9-cu Mikrorayon,3.0,77.0,2.0,5.0,211000.0,25.666666666666668
Binəqədi,Binəqədi,3.0,120.0,6.0,16.0,260000.0,40.0
Binəqədi,6-cı Mikrorayon,4.0,142.0,9.0,18.0,320000.0,35.5
Binəqədi,8-ci Mikrorayon,2.0,81.0,6.0,9.0,231000.0,40.5
Binəqədi,9-cu Mikrorayon,2.0,92.0,1.0,19.0,203000.0,46.0
Xətai,Əhmədli,3.0,139.0,9.0,17.0,356000.0,46.333333333333336
Xətai,Köhnə Günəşli,3.0,81.0,9.0,16.0,178000.0,27.0
Xətai,Ağ Şəhər,3.0,121.0,16.0,18.0,384000.0,40.333333333333336
Xətai,Köhnə Günəşli,3.0,77.0,3.0,9.0,200000.0,25.666666666666668
Xətai,Əhmədli,4.0,145.0,7.0,10.0,328500.0,36.25
Xətai,Köhnə Günəşli,2.0,58.0,4.0,5.0,129000.0,29.0
Xətai,Əhmədli,3.0,136.0,10.0,11.0,371000.0,45.333333333333336
Xətai,Ağ Şəhər,3.0,126.0,8.0,8.0,718000.0,42.0
Xətai,Ağ Şəhər,3.0,125.0,10.0,18.0,536000.0,41.666666666666664
Xətai,Ağ Şəhər,3.0,88.0,18.0,20.0,497000.0,29.333333333333332
Xətai,Ağ Şəhər,4.0,153.0,10.0,16.0,581000.0,38.25
Xətai,Əhmədli,3.0,94.0,16.0,17.0,186000.0,31.333333333333332
Xətai,Köhnə Günəşli,3.0,70.0,6.0,9.0,142500.0,23.333333333333332
Xətai,Əhmədli,3.0,109.0,7.0,15.0,202000.0,36.333333333333336
Xətai,Əhmədli,4.0,153.0,5.0,16.0,283500.0,38.25
Xətai,Ağ Şəhər,2.0,59.0,13.0,16.0,302000.0,29.5
Xətai,Köhnə Günəşli,2.0,65.0,1.0,7.0,129000.0,32.5
Xətai,Ağ Şəhər,2.0,69.0,11.0,16.0,373000.0,34.5
Xətai,Köhnə Günəşli,3.0,78.0,4.0,9.0,192000.0,26.0
Xətai,Ağ Şəhər,5.0,216.0,2.0,7.0,1050000.0,43.2
Xətai,Ağ Şəhər,4.0,138.0,7.0,18.0,619000.0,34.5
Xətai,Köhnə Günəşli,4.0,110.0,3.0,5.0,248000.0,27.5
Xətai,Əhmədli,3.0,125.0,12.0,16.0,260000.0,41.666666666666664
Xətai,Ağ Şəhər,3.0,119.0,16.0,17.0,747000.0,39.666666666666664
Xətai,Köhnə Günəşli,3.0,79.0,4.0,9.0,197000.0,26.333333333333332
Xətai,Əhmədli,3.0,133.0,12.0,17.0,246000.0,44.333333333333336
Xətai,Köhnə Günəşli,3.0,79.0,7.0,16.0,174000.0,26.333333333333332
Xətai,Əhmədli,3.0,99.0,15.0,16.0,264000.0,33.0
Xətai,Əhmədli,4.0,143.0,13.0,16.0,348000.0,35.75
Xətai,Köhnə Günəşli,2.0,53.0,2.0,5.0,133000.0,26.5
Xətai,Ağ Şəhər,4.0,147.0,1.0,18.0,652000.0,36.75
Xətai,Köhnə Günəşli,3.0,89.0,3.0,7.0,193500.0,29.666666666666668
Xətai,Əhmədli,2.0,75.0,2.0,10.0,143000.0,37.5
Xətai,Ağ Şəhər,4.0,141.0,11.0,17.0,564500.0,35.25
Xətai,Əhmədli,2.0,77.0,3.0,15.0,230000.0,38.5
Xətai,Ağ Şəhər,5.0,178.0,3.0,20.0,1050000.0,35.6
Xətai,Köhnə Günəşli,2.0,55.0,7.0,7.0,116000.0,27.5
Xətai,Ağ Şəhər,3.0,131.0,11.0,17.0,583000.0,43.666666666666664
Xətai,Ağ Şəhər,2.0,61.0,18.0,18.0,329000.0,30.5
Xətai,Əhmədli,3.0,117.0,10.0,16.0,206000.0,39.0
Xətai,Əhmədli,2.0,76.0,3.0,9.0,178000.0,38.0
Xətai,Ağ Şəhər,3.0,101.0,2.0,17.0,552000.0,33.666666666666664
Xətai,Əhmədli,2.0,72.0,5.0,10.0,198000.0,36.0
Xətai,Ağ Şəhər,4.0,141.0,4.0,11.0,568000.0,35.25
Xətai,Əhmədli,3.0,112.0,5.0,11.0,196000.0,37.333333333333336
Xətai,Ağ Şəhər,4.0,149.0,7.0,18.0,712000.0,37.25
Xətai,Əhmədli,3.0,139.0,8.0,9.0,325000.0,46.333333333333336
Xətai,Köhnə Günəşli,2.0,64.0,8.0,9.0,118000.0,32.0
Xətai,Ağ Şəhər,2.0,57.0,6.0,11.0,230000.0,28.5
Xətai,Ağ Şəhər,3.0,128.0,4.0,8.0,732000.0,42.666666666666664
Xətai,Köhnə Günəşli,3.0,74.0,1.0,12.0,153000.0,24.666666666666668
Xətai,Köhnə Günəşli,4.0,116.0,5.0,5.0,266000.0,29.0
Xətai,Əhmədli,3.0,123.0,1.0,10.0,301000.0,41.0
Xətai,Əhmədli,3.0,120.0,7.0,10.0,329000.0,40.0
Xətai,Ağ Şəhər,4.0,141.0,1.0,7.0,499000.0,35.25
Xətai,Ağ Şəhər,4.0,151.0,4.0,7.0,702000.0,37.75
Xətai,Əhmədli,2.0,74.0,4.0,9.0,160000.0,37.0
Xətai,Ağ Şəhər,3.0,121.0,2.0,9.0,517000.0,40.333333333333336
Xətai,Ağ Şəhər,5.0,182.0,10.0,16.0,768000.0,36.4
Xətai,Əhmədli,3.0,89.0,5.0,11.0,187000.0,29.666666666666668
Xətai,Ağ Şəhər,4.0,171.0,16.0,17.0,813500.0,42.75
Xətai,Əhmədli,3.0,127.0,4.0,14.0,287000.0,42.333333333333336
Xətai,Əhmədli,4.0,146.0,1.0,9.0,373000.0,36.5
Xətai,Əhmədli,3.0,101.0,17.0,17.0,256000.0,33.666666666666664
Xətai,Köhnə Günəşli,3.0,79.0,6.0,7.0,207000.0,26.333333333333332
Xətai,Ağ Şəhər,5.0,204.0,4.0,6.0,1050000.0,40.8
Xətai,Ağ Şəhər,3.0,123.0,18.0,18.0,722000.0,41.0
Xətai,Köhnə Günəşli,3.0,70.0,2.0,16.0,154000.0,23.333333333333332
Xətai,Köhnə Günəşli,3.0,94.0,10.0,12.0,232000.0,31.333333333333332
Xətai,Ağ Şəhər,3.0,134.0,13.0,20.0,795000.0,44.666666666666664
Xətai,Ağ Şəhər,2.0,63.0,5.0,17.0,285000.0,31.5
Xətai,Ağ Şəhər,4.0,166.0,7.0,20.0,642000.0,41.5
Xətai,Əhmədli,3.0,133.0,8.0,11.0,317000.0,44.333333333333336
Xətai,Əhmədli,4.0,141.0,1.0,9.0,319000.0,35.25
Xətai,Ağ Şəhər,3.0,132.0,4.0,8.0,591000.0,44.0
Xətai,Əhmədli,4.0,149.0,7.0,17.0,350000.0,37.25
Xətai,Əhmədli,3.0,98.0,13.0,17.0,249000.0,32.666666666666664
Xətai,Ağ Şəhər,3.0,121.0,6.0,9.0,470000.0,40.333333333333336
Xətai,Ağ Şəhər,2.0,55.0,8.0,17.0,306000.0,27.5
Xətai,Köhnə Günəşli,3.0,87.0,5.0,9.0,210000.0,29.0
Xətai,Əhmədli,3.0,77.0,9.0,10.0,180000.0,25.666666666666668
Xətai,Əhmədli,3.0,78.0,6.0,16.0,219000.0,26.0
Xətai,Ağ Şəhər,4.0,158.0,14.0,19.0,1050000.0,39.5
Xətai,Köhnə Günəşli,3.0,80.0,3.0,16.0,163000.0,26.666666666666668
Xətai,Əhmədli,2.0,68.0,7.0,11.0,145000.0,34.0
Xətai,Ağ Şəhər,4.0,161.0,5.0,18.0,786000.0,40.25
Xətai,Köhnə Günəşli,4.0,114.0,1.0,5.0,222000.0,28.5
Xətai,Ağ Şəhər,4.0,180.0,2.0,9.0,985000.0,45.0
Xətai,Ağ Şəhər,3.0,112.0,2.0,16.0,480000.0,37.333333333333336
Xətai,Köhnə Günəşli,2.0,57.0,9.0,9.0,122000.0,28.5
Xətai,Ağ Şəhər,3.0,119.0,3.0,7.0,619000.0,39.666666666666664
Xətai,Əhmədli,3.0,114.0,11.0,14.0,284500.0,38.0
Xətai,Ağ Şəhər,4.0,155.0,6.0,16.0,472000.0,38.75
Xətai,Köhnə Günəşli,3.0,81.0,2.0,16.0,188000.0,27.0
Xətai,Əhmədli,3.0,106.0,8.0,10.0,262000.0,35.333333333333336
Xətai,Köhnə Günəşli,3.0,66.0,4.0,5.0,139000.0,22.0
Xətai,Əhmədli,3.0,87.0,11.0,14.0,138000.0,29.0
Xətai,Ağ Şəhər,3.0,111.0,14.0,17.0,418000.0,37.0
Xətai,Köhnə Günəşli,4.0,119.0,4.0,9.0,266000.0,29.75
Xətai,Ağ Şəhər,5.0,200.0,7.0,16.0,1050000.0,40.0
Xətai,Əhmədli,2.0,62.0,13.0,16.0,157000.0,31.0
Xətai,Əhmədli,3.0,92.0,12.0,17.0,194000.0,30.666666666666668
Xətai,Əhmədli,3.0,95.0,7.0,10.0,183000.0,31.666666666666668
Xətai,Ağ Şəhər,4.0,147.0,4.0,18.0,537000.0,36.75
Xətai,Ağ Şəhər,3.0,116.0,20.0,20.0,477000.0,38.666666666666664
Xətai,Köhnə Günəşli,2.0,60.0,8.0,9.0,120000.0,30.0
Xətai,Köhnə Günəşli,2.0,61.0,8.0,12.0,107000.0,30.5
Xətai,Əhmədli,2.0,63.0,1.0,16.0,167000.0,31.5
Xətai,Əhmədli,3.0,108.0,9.0,14.0,328000.0,36.0
Xətai,Əhmədli,4.0,172.0,11.0,15.0,376000.0,43.0
Xətai,Əhmədli,3.0,121.0,4.0,11.0,367000.0,40.333333333333336
Xətai,Ağ Şəhər,2.0,56.0,2.0,9.0,238000.0,28.0
Xətai,Ağ Şəhər,3.0,150.0,7.0,17.0,764000.0,50.0
Xətai,Ağ Şəhər,3.0,105.0,15.0,18.0,462000.0,35.0
Xətai,Əhmədli,3.0,79.0,6.0,11.0,184000.0,26.333333333333332
Xətai,Köhnə Günəşli,2.0,63.0,4.0,9.0,135000.0,31.5
Xətai,Köhnə Günəşli,3.0,74.0,6.0,16.0,173000.0,24.666666666666668
Xətai,Ağ Şəhər,4.0,157.0,6.0,7.0,850000.0,39.25
Xətai,Ağ Şəhər,4.0,157.0,14.0,18.0,735500.0,39.25
Xətai,Əhmədli,3.0,143.0,6.0,11.0,417000.0,47.666666666666664
Xətai,Köhnə Günəşli,3.0,68.0,1.0,12.0,149000.0,22.666666666666668
Xətai,Köhnə Günəşli,3.0,70.0,9.0,9.0,159000.0,23.333333333333332
Xətai,Əhmədli,3.0,122.0,2.0,16.0,294000.0,40.666666666666664
